net,epoch,model,avg_psnr,avg_ssim
net1,0,DehazeNet_epoch0.pth,18.93665299580711,0.839746213949717
net1,1,DehazeNet_epoch1.pth,18.855275558367158,0.8488205501267144
net1,2,DehazeNet_epoch2.pth,19.250759961703857,0.8595179406789927
net1,3,DehazeNet_epoch3.pth,19.028024054865142,0.8617135689065263
net1,4,DehazeNet_epoch4.pth,19.01186929589727,0.860032444154178
net1,5,DehazeNet_epoch5.pth,19.22755629772273,0.8645052865102842
net1,6,DehazeNet_epoch6.pth,19.170506283881725,0.8669081776290087
net1,7,DehazeNet_epoch7.pth,19.124045286626725,0.8676853675742049
net1,8,DehazeNet_epoch8.pth,19.34324845019779,0.8687330268107138
net1,9,DehazeNet_epoch9.pth,19.388490304709087,0.8688000024438979
net1,10,DehazeNet_epoch10.pth,19.044279415926926,0.8677539962369043
net1,11,DehazeNet_epoch11.pth,19.372472943542707,0.8686794211138953
net1,12,DehazeNet_epoch12.pth,19.42640587528212,0.8708877897596693
net1,13,DehazeNet_epoch13.pth,19.481227226553727,0.8704241672912995
net1,14,DehazeNet_epoch14.pth,19.25328043150404,0.8716445266007183
net1,15,DehazeNet_epoch15.pth,19.13626425409845,0.8701574642200012
net1,16,DehazeNet_epoch16.pth,19.436584178631552,0.8721742323032012
net1,17,DehazeNet_epoch17.pth,19.22997927493243,0.8709607245148839
net1,18,DehazeNet_epoch18.pth,19.377228512344903,0.872927119573196
net1,19,DehazeNet_epoch19.pth,19.260121291464465,0.8716222691583682
net1,20,DehazeNet_epoch20.pth,19.260976334150794,0.8725473032043025
net1,21,DehazeNet_epoch21.pth,19.126777688305978,0.8710178818788614
net1,22,DehazeNet_epoch22.pth,19.09632902132761,0.8709650070101649
net1,23,DehazeNet_epoch23.pth,19.35117706884154,0.8726765544445546
net1,24,DehazeNet_epoch24.pth,19.16286013248917,0.8719666519083895
net1,25,DehazeNet_epoch25.pth,19.36405671973505,0.8733186953000955
net1,26,DehazeNet_epoch26.pth,19.520309412749427,0.872058064968617
net1,27,DehazeNet_epoch27.pth,19.47275451661713,0.8741769962482624
net1,28,DehazeNet_epoch28.pth,19.324018598511213,0.8732332005813435
net1,29,DehazeNet_epoch29.pth,19.4585042026781,0.8741743273443885
net1,30,DehazeNet_epoch30.pth,19.30140919073549,0.8726918715256471
net1,31,DehazeNet_epoch31.pth,19.457556899750475,0.8737579053407675
net1,32,DehazeNet_epoch32.pth,19.35994196197164,0.8739971695421217
net1,33,DehazeNet_epoch33.pth,19.442083513696243,0.8743385447933151
net1,34,DehazeNet_epoch34.pth,19.51681456116251,0.8732045150853254
net1,35,DehazeNet_epoch35.pth,19.40245509791085,0.8743986619545056
net1,36,DehazeNet_epoch36.pth,19.218405498023643,0.871612106178616
net1,37,DehazeNet_epoch37.pth,19.446921409842506,0.8741617456928745
net1,38,DehazeNet_epoch38.pth,19.475812714346755,0.8738585016629598
net1,39,DehazeNet_epoch39.pth,19.603760337531345,0.8742031655213734
net1,40,DehazeNet_epoch40.pth,19.618116526612447,0.8743956326483725
net1,41,DehazeNet_epoch41.pth,19.57253828010426,0.8731319574980406
net1,42,DehazeNet_epoch42.pth,19.215661148370046,0.8726669038320566
net1,43,DehazeNet_epoch43.pth,19.29313687556334,0.8733795939444063
net1,44,DehazeNet_epoch44.pth,19.497268123614777,0.8734819497969057
net1,45,DehazeNet_epoch45.pth,19.387157034023524,0.8743657088792837
net1,46,DehazeNet_epoch46.pth,19.47396394098685,0.8747491738400063
net1,47,DehazeNet_epoch47.pth,19.312756269862476,0.8739204711622901
net1,48,DehazeNet_epoch48.pth,19.19606722816379,0.8731274514107613
net1,49,DehazeNet_epoch49.pth,19.189518978985905,0.8721503807498409
net1,50,DehazeNet_epoch50.pth,19.646671355892316,0.8722798812079119
net1,51,DehazeNet_epoch51.pth,19.665486841875314,0.8729787151496093
net1,52,DehazeNet_epoch52.pth,19.19982047233123,0.8720332335781407
net1,53,DehazeNet_epoch53.pth,19.381762850921607,0.8745009813521121
net1,54,DehazeNet_epoch54.pth,19.52687990797971,0.8737557242522845
net1,55,DehazeNet_epoch55.pth,19.243033938159353,0.8729320745449047
net1,56,DehazeNet_epoch56.pth,19.608035744190147,0.8747388848790655
net1,57,DehazeNet_epoch57.pth,19.43751524940519,0.8743523128099508
net1,58,DehazeNet_epoch58.pth,19.565712864728415,0.8754762303423476
net1,59,DehazeNet_epoch59.pth,19.110214727331915,0.872284544182492
net1,60,DehazeNet_epoch60.pth,19.49367421803044,0.8747052974230773
net1,61,DehazeNet_epoch61.pth,19.372476095988954,0.874448029755114
net1,62,DehazeNet_epoch62.pth,19.112339190941075,0.8662329134759722
net1,63,DehazeNet_epoch63.pth,18.987786855983114,0.8709015183381967
net1,64,DehazeNet_epoch64.pth,19.512553247947427,0.8748969318451466
net1,65,DehazeNet_epoch65.pth,19.531845138449842,0.873585669038532
net1,66,DehazeNet_epoch66.pth,19.492787873121472,0.8746104410759082
net1,67,DehazeNet_epoch67.pth,19.48599746966361,0.8747425869002834
net1,68,DehazeNet_epoch68.pth,19.449079504570157,0.8753638046759146
net1,69,DehazeNet_epoch69.pth,19.313771960318807,0.8741276394258868
net1,70,DehazeNet_epoch70.pth,19.48188999221532,0.8755087222124602
net1,71,DehazeNet_epoch71.pth,19.422003700886584,0.8755960755341046
net1,72,DehazeNet_epoch72.pth,18.87328550916652,0.8675455636567659
